return_id,credit_note_number,order_id,order_line_id,outlet_id,product_id,return_date,return_qty,qty_uom,return_reason_code,credit_note_value_inr,approved_by,approval_date,disposition,status
4992,CN0004992,15899,97612,685,12,2025-05-02,1.0,CASE,RT01_NEAR_EXPIRY,918.16,ASM,,RESTOCK,PENDING
4993,CN0004993,80833,494201,121,186,2026-06-15,1.0,CASE,RT05_OVERSUPPLY,412.89,AUTO,,VENDOR_RECOVERY,PENDING
4994,CN0004994,67708,413972,2,282,2026-03-27,1.0,CASE,RT06_COLD_CHAIN_BREACH,347.43,RSM,,SCRAP,REJECTED
4995,CN0004995,29952,183369,317,214,2025-07-18,4.0,CASE,RT01_NEAR_EXPIRY,2290.3,AUTO,,SCRAP,REJECTED
4996,CN0004996,77606,474203,67,190,2026-06-06,1.0,CASE,RT01_NEAR_EXPIRY,271.45,ASM,,VENDOR_RECOVERY,APPROVED
4997,CN0004997,4427,27188,126,2,2025-02-03,8.0,CASE,RT06_COLD_CHAIN_BREACH,1122.8,AUTO,,SCRAP,REJECTED
4998,CN0004998,54230,331343,687,116,2026-01-03,6.0,CASE,RT01_NEAR_EXPIRY,1150.19,RSM,,SCRAP,APPROVED
4999,CN0004999,45219,276578,547,64,2025-10-30,6.0,CASE,RT06_COLD_CHAIN_BREACH,851.65,ASM,,SCRAP,APPROVED
5000,CN0005000,46934,286991,438,284,2025-11-10,2.0,CASE,RT02_DAMAGE_TRANSIT,57.02,ASM,,RESTOCK,REJECTED
5001,CN0005001,1372,8384,236,131,2025-01-12,-1.0,CASE,RT01_NEAR_EXPIRY,83.9,AUTO,,RESTOCK,REJECTED
5002,CN0005002,20465,125597,412,312,2025-06-01,1.0,CASE,RT02_DAMAGE_TRANSIT,365.2,ASM,,SCRAP,APPROVED
5003,CN0005003,68905,421428,61,225,2026-04-20,1.0,CASE,RT05_OVERSUPPLY,43.72,ASM,,RESTOCK,REJECTED
5004,CN0005004,18924,116087,87,291,2025-05-19,4.0,CASE,RT05_OVERSUPPLY,1340.45,ASM,,SCRAP,APPROVED
5005,CN0005005,31949,195459,319,92,2025-08-17,1.0,CASE,RT02_DAMAGE_TRANSIT,585.02,ASM,,RESTOCK,PENDING
5006,CN0005006,26271,161057,703,231,2025-07-01,-2.0,CASE,RT01_NEAR_EXPIRY,1516.74,AUTO,,SCRAP,APPROVED
5007,CN0005007,83128,508147,358,87,2026-07-04,5.0,CASE,RT04_QUALITY,229.54,RSM,,RESTOCK,REJECTED
5008,CN0005008,79779,487746,459,154,2026-06-14,45.0,EACH,RT02_DAMAGE_TRANSIT,143.07,RSM,,SCRAP,REJECTED
5009,CN0005009,31003,189707,675,213,2025-08-06,17.0,EACH,RT05_OVERSUPPLY,76.31,ASM,,SCRAP,REJECTED
5010,CN0005010,74559,455629,679,337,2026-05-23,58.0,EACH,RT01_NEAR_EXPIRY,110.46,RSM,,SCRAP,APPROVED
5011,CN0005011,42100,257445,324,131,2025-10-25,1.0,CASE,RT03_WRONG_SKU,60.42,ASM,,VENDOR_RECOVERY,PENDING
5012,CN0005012,52212,319135,334,145,2025-12-20,1.0,CASE,RT05_OVERSUPPLY,202.34,RSM,,VENDOR_RECOVERY,REJECTED
5013,CN0005013,32071,196156,484,47,2025-08-03,9.0,CASE,RT04_QUALITY,1409.62,ASM,,RESTOCK,APPROVED
5014,CN0005014,4984,30497,61,28,2025-03-01,39.0,EACH,RT02_DAMAGE_TRANSIT,44.63,RSM,,SCRAP,APPROVED
5015,CN0005015,49649,303565,392,304,2025-12-01,1.0,EACH,RT05_OVERSUPPLY,32.65,ASM,,RESTOCK,REJECTED
5016,CN0005016,83555,510728,185,58,2026-07-05,1.0,CASE,RT01_NEAR_EXPIRY,563.98,AUTO,,RESTOCK,REJECTED
5017,CN0005017,82322,503342,613,340,2026-07-11,73.0,EACH,RT05_OVERSUPPLY,6.95,RSM,,SCRAP,APPROVED
5018,CN0005018,48423,296029,523,32,2025-11-15,1.0,CASE,RT04_QUALITY,542.6,ASM,,RESTOCK,PENDING
5019,CN0005019,56690,346663,597,247,2026-01-30,3.0,CASE,RT01_NEAR_EXPIRY,1642.14,AUTO,,SCRAP,REJECTED
5020,CN0005020,36498,223062,248,75,2025-09-16,1.0,CASE,RT01_NEAR_EXPIRY,275.09,ASM,,SCRAP,PENDING
5021,CN0005021,25276,155037,461,194,2025-07-07,1.0,CASE,RT01_NEAR_EXPIRY,294.79,ASM,,RESTOCK,PENDING
5022,CN0005022,24914,152828,316,151,2025-06-28,18.0,EACH,RT04_QUALITY,121.26,ASM,,SCRAP,APPROVED
5023,CN0005023,46241,282761,637,340,2025-11-18,4.0,CASE,RT05_OVERSUPPLY,164.19,AUTO,,SCRAP,REJECTED
5024,CN0005024,80917,494751,510,148,2026-06-22,9.0,CASE,RT01_NEAR_EXPIRY,416.11,ASM,,RESTOCK,APPROVED
5025,CN0005025,2655,16454,184,93,2025-01-21,3.0,CASE,RT02_DAMAGE_TRANSIT,2147.54,AUTO,,RESTOCK,APPROVED
5026,CN0005026,15114,92927,235,3,2025-04-29,1.0,CASE,RT02_DAMAGE_TRANSIT,2354.6,AUTO,,RESTOCK,APPROVED
5027,CN0005027,74743,456743,363,198,2026-05-24,1.0,CASE,RT02_DAMAGE_TRANSIT,4280.03,ASM,,VENDOR_RECOVERY,APPROVED
5028,CN0005028,2083,12848,11,284,2025-02-04,-63.0,EACH,RT05_OVERSUPPLY,2.81,AUTO,,SCRAP,REJECTED
5029,CN0005029,43443,265802,387,237,2025-10-19,4.0,CASE,RT01_NEAR_EXPIRY,497.32,RSM,,SCRAP,PENDING
5030,CN0005030,32656,199836,589,30,2025-08-20,1.0,CASE,RT05_OVERSUPPLY,344.56,AUTO,,SCRAP,REJECTED
5031,CN0005031,9261,57112,229,287,2025-03-24,3.0,EACH,RT01_NEAR_EXPIRY,116.0,AUTO,,SCRAP,PENDING
5032,CN0005032,40700,248686,429,194,2025-10-02,17.0,EACH,RT02_DAMAGE_TRANSIT,5.29,RSM,,SCRAP,APPROVED
5033,CN0005033,67635,413569,308,152,2026-04-11,3.0,CASE,RT01_NEAR_EXPIRY,663.84,RSM,,RESTOCK,APPROVED
5034,CN0005034,62999,385317,56,185,2026-03-07,-7.0,CASE,RT02_DAMAGE_TRANSIT,1054.95,ASM,,RESTOCK,PENDING
5035,CN0005035,27324,167475,52,232,2025-07-09,1.0,CASE,RT01_NEAR_EXPIRY,396.61,RSM,,SCRAP,APPROVED
5036,CN0005036,78283,478454,38,306,2026-06-03,137.0,EACH,RT01_NEAR_EXPIRY,76.05,AUTO,,SCRAP,PENDING
5037,CN0005037,55411,338628,206,84,2026-01-27,1.0,CASE,RT01_NEAR_EXPIRY,43.15,ASM,,SCRAP,REJECTED
5038,CN0005038,45555,278561,352,57,2025-10-27,1.0,CASE,RT04_QUALITY,882.0,RSM,,SCRAP,REJECTED
5039,CN0005039,67253,411242,250,188,2026-04-05,8.0,EACH,RT02_DAMAGE_TRANSIT,17.22,AUTO,,SCRAP,APPROVED
5040,CN0005040,55854,341341,498,66,2026-01-21,3.0,CASE,RT06_COLD_CHAIN_BREACH,2029.78,ASM,,RESTOCK,APPROVED
5041,CN0005041,10063,62072,499,181,2025-03-25,-2.0,CASE,RT04_QUALITY,243.06,AUTO,,SCRAP,APPROVED
5042,CN0005042,27397,167944,546,45,2025-07-24,1.0,CASE,RT06_COLD_CHAIN_BREACH,123.66,AUTO,,RESTOCK,REJECTED
5043,CN0005043,10674,65851,10,214,2025-04-04,1.0,CASE,RT05_OVERSUPPLY,313.02,RSM,,RESTOCK,REJECTED
5044,CN0005044,64615,395204,410,281,2026-03-05,1.0,CASE,RT01_NEAR_EXPIRY,2950.65,RSM,,RESTOCK,APPROVED
5045,CN0005045,37778,230758,454,31,2025-09-15,-8.0,CASE,RT05_OVERSUPPLY,1799.12,ASM,,SCRAP,APPROVED
5046,CN0005046,66524,406795,8,337,2026-03-17,5.0,CASE,RT01_NEAR_EXPIRY,1151.4,RSM,,RESTOCK,APPROVED
5047,CN0005047,31708,193941,445,38,2025-08-22,1.0,CASE,RT04_QUALITY,810.79,ASM,,SCRAP,REJECTED
5048,CN0005048,55523,339283,174,189,2026-01-03,63.0,EACH,RT01_NEAR_EXPIRY,7.22,ASM,,RESTOCK,REJECTED
5049,CN0005049,45366,277426,632,331,2025-11-09,1.0,CASE,RT01_NEAR_EXPIRY,1439.27,AUTO,,RESTOCK,PENDING
5050,CN0005050,54751,334433,323,117,2025-12-31,2.0,CASE,RT01_NEAR_EXPIRY,149.6,AUTO,,RESTOCK,APPROVED
5051,CN0005051,5851,35794,643,100,2025-03-09,1.0,CASE,RT05_OVERSUPPLY,600.78,AUTO,,RESTOCK,PENDING
5052,CN0005052,4025,24770,375,202,2025-02-23,6.0,CASE,RT01_NEAR_EXPIRY,1008.82,ASM,,RESTOCK,PENDING
5053,CN0005053,31056,190071,438,147,2025-07-29,6.0,EACH,RT04_QUALITY,35.04,ASM,,SCRAP,APPROVED
5054,CN0005054,62441,381783,131,329,2026-03-11,90.0,EACH,RT01_NEAR_EXPIRY,40.17,ASM,,RESTOCK,APPROVED
5055,CN0005055,74526,455436,500,303,2026-05-17,6.0,CASE,RT01_NEAR_EXPIRY,660.1,ASM,,RESTOCK,APPROVED
5056,CN0005056,8877,54696,242,305,2025-03-28,6.0,CASE,RT04_QUALITY,993.12,RSM,,RESTOCK,APPROVED
5057,CN0005057,63363,387562,585,182,2026-03-16,1.0,CASE,RT01_NEAR_EXPIRY,1871.49,ASM,,RESTOCK,APPROVED
5058,CN0005058,5103,31213,193,292,2025-03-01,4.0,CASE,RT05_OVERSUPPLY,293.99,RSM,,RESTOCK,REJECTED
5059,CN0005059,73767,450860,450,91,2026-05-02,41.0,EACH,RT01_NEAR_EXPIRY,66.15,ASM,,SCRAP,REJECTED
5060,CN0005060,7174,43957,452,191,2025-02-20,1.0,CASE,RT06_COLD_CHAIN_BREACH,85.81,ASM,,VENDOR_RECOVERY,REJECTED
5061,CN0005061,66239,405008,55,320,2026-03-22,4.0,CASE,RT05_OVERSUPPLY,1092.76,RSM,,RESTOCK,APPROVED
5062,CN0005062,66356,405705,212,19,2026-03-18,3.0,CASE,RT02_DAMAGE_TRANSIT,788.45,ASM,,SCRAP,APPROVED
5063,CN0005063,68163,416809,320,296,2026-04-13,1.0,CASE,RT06_COLD_CHAIN_BREACH,555.11,AUTO,,SCRAP,REJECTED
5064,CN0005064,18538,113692,124,339,2025-05-23,1.0,CASE,RT05_OVERSUPPLY,87.45,ASM,,RESTOCK,PENDING
5065,CN0005065,23452,143844,70,148,2025-06-23,3.0,CASE,RT01_NEAR_EXPIRY,984.42,AUTO,,RESTOCK,APPROVED
5066,CN0005066,897,5506,92,325,2025-02-04,69.0,EACH,RT01_NEAR_EXPIRY,4.23,RSM,,SCRAP,APPROVED
5067,CN0005067,37546,229292,534,325,2025-09-24,3.0,CASE,RT01_NEAR_EXPIRY,51.21,AUTO,,VENDOR_RECOVERY,PENDING
5068,CN0005068,19025,116774,183,97,2025-05-31,71.0,EACH,RT01_NEAR_EXPIRY,107.73,AUTO,,RESTOCK,APPROVED
5069,CN0005069,6435,39399,575,162,2025-02-15,4.0,CASE,RT04_QUALITY,1361.91,RSM,,RESTOCK,APPROVED
5070,CN0005070,26602,163093,168,329,2025-07-21,1.0,CASE,RT04_QUALITY,467.24,RSM,,SCRAP,APPROVED
5071,CN0005071,17228,105634,57,281,2025-05-21,6.0,CASE,RT02_DAMAGE_TRANSIT,3574.66,RSM,,VENDOR_RECOVERY,APPROVED
5072,CN0005072,1387,8468,525,262,2025-02-05,1.0,CASE,RT02_DAMAGE_TRANSIT,3635.78,RSM,,RESTOCK,PENDING
5073,CN0005073,28770,176205,466,151,2025-07-14,1.0,CASE,RT03_WRONG_SKU,1040.03,RSM,,SCRAP,APPROVED
5074,CN0005074,49177,300713,173,299,2025-11-30,1.0,CASE,RT01_NEAR_EXPIRY,2456.62,ASM,,RESTOCK,APPROVED
5075,CN0005075,12772,78555,668,250,2025-04-24,1.0,CASE,RT01_NEAR_EXPIRY,1461.29,AUTO,,SCRAP,PENDING
5076,CN0005076,48988,299551,718,186,2025-12-05,1.0,CASE,RT01_NEAR_EXPIRY,237.87,RSM,,SCRAP,PENDING
5077,CN0005077,37001,226029,247,2,2025-09-26,26.0,EACH,RT02_DAMAGE_TRANSIT,107.06,ASM,,RESTOCK,APPROVED
5078,CN0005078,56980,348474,24,9,2026-01-11,-5.0,CASE,RT01_NEAR_EXPIRY,145.93,AUTO,,SCRAP,APPROVED
5079,CN0005079,34557,211307,188,139,2025-09-12,57.0,EACH,RT02_DAMAGE_TRANSIT,46.1,AUTO,,SCRAP,APPROVED
5080,CN0005080,29090,178106,657,172,2025-07-26,1.0,CASE,RT05_OVERSUPPLY,448.34,ASM,,RESTOCK,REJECTED
5081,CN0005081,15270,93839,244,236,2025-04-13,2.0,CASE,RT02_DAMAGE_TRANSIT,163.92,RSM,,RESTOCK,PENDING
5082,CN0005082,2427,15099,8,55,2025-01-25,1.0,CASE,RT02_DAMAGE_TRANSIT,129.8,AUTO,,VENDOR_RECOVERY,APPROVED
5083,CN0005083,15413,94652,161,141,2025-05-01,13.0,EACH,RT01_NEAR_EXPIRY,20.97,RSM,,VENDOR_RECOVERY,APPROVED
5084,CN0005084,9184,56652,639,206,2025-03-25,2.0,CASE,RT01_NEAR_EXPIRY,621.57,ASM,,RESTOCK,APPROVED
5085,CN0005085,55792,340983,654,36,2026-01-06,1.0,CASE,RT03_WRONG_SKU,965.07,ASM,,VENDOR_RECOVERY,APPROVED
5086,CN0005086,19192,117766,185,115,2025-05-13,1.0,CASE,RT05_OVERSUPPLY,1134.15,AUTO,,VENDOR_RECOVERY,REJECTED
5087,CN0005087,59862,366078,383,165,2026-02-25,166.0,EACH,RT02_DAMAGE_TRANSIT,29.63,ASM,,RESTOCK,REJECTED
5088,CN0005088,43483,266071,355,107,2025-11-10,30.0,EACH,RT01_NEAR_EXPIRY,34.67,AUTO,,SCRAP,APPROVED
5089,CN0005089,21229,130285,570,49,2025-06-14,11.0,EACH,RT01_NEAR_EXPIRY,45.42,AUTO,,SCRAP,REJECTED
5090,CN0005090,13604,83648,91,335,2025-04-07,24.0,EACH,RT06_COLD_CHAIN_BREACH,40.63,AUTO,,RESTOCK,REJECTED
5091,CN0005091,40565,247854,276,305,2025-10-09,3.0,EACH,RT05_OVERSUPPLY,43.26,ASM,,SCRAP,APPROVED
5092,CN0005092,67382,412007,498,300,2026-04-04,1.0,CASE,RT01_NEAR_EXPIRY,228.14,ASM,,VENDOR_RECOVERY,APPROVED
5093,CN0005093,14853,91257,526,53,2025-04-18,36.0,EACH,RT02_DAMAGE_TRANSIT,116.13,ASM,,SCRAP,APPROVED
5094,CN0005094,11802,72634,257,314,2025-04-16,1.0,CASE,RT04_QUALITY,3134.41,RSM,,VENDOR_RECOVERY,APPROVED
5095,CN0005095,12731,78317,472,176,2025-04-05,95.0,EACH,RT02_DAMAGE_TRANSIT,1.39,RSM,,SCRAP,APPROVED
5096,CN0005096,14842,91185,200,229,2025-04-30,1.0,CASE,RT01_NEAR_EXPIRY,332.78,RSM,,SCRAP,APPROVED
5097,CN0005097,7077,43345,263,10,2025-03-15,3.0,CASE,RT01_NEAR_EXPIRY,115.19,RSM,,SCRAP,APPROVED
5098,CN0005098,72348,442521,101,285,2026-04-27,6.0,EACH,RT01_NEAR_EXPIRY,43.68,ASM,,VENDOR_RECOVERY,REJECTED
5099,CN0005099,10403,64156,444,274,2025-04-05,1.0,CASE,RT02_DAMAGE_TRANSIT,584.69,AUTO,,VENDOR_RECOVERY,REJECTED
5100,CN0005100,5791,35465,432,77,2025-03-02,1.0,CASE,RT05_OVERSUPPLY,2514.51,AUTO,,RESTOCK,REJECTED
5101,CN0005101,30500,186692,542,256,2025-07-28,39.0,EACH,RT04_QUALITY,55.24,ASM,,VENDOR_RECOVERY,PENDING
5102,CN0005102,11720,72110,564,237,2025-03-24,1.0,CASE,RT05_OVERSUPPLY,263.67,ASM,,SCRAP,PENDING
5103,CN0005103,48951,299358,436,319,2025-12-04,139.0,EACH,RT02_DAMAGE_TRANSIT,94.7,AUTO,,SCRAP,APPROVED
5104,CN0005104,20789,127603,712,321,2025-06-05,26.0,EACH,RT01_NEAR_EXPIRY,83.44,AUTO,,SCRAP,APPROVED
5105,CN0005105,73970,452122,376,250,2026-05-05,5.0,CASE,RT02_DAMAGE_TRANSIT,1649.85,RSM,,SCRAP,PENDING
5106,CN0005106,81201,496428,166,239,2026-06-23,210.0,EACH,RT05_OVERSUPPLY,76.73,ASM,,SCRAP,REJECTED
5107,CN0005107,7746,47481,606,167,2025-03-17,6.0,CASE,RT01_NEAR_EXPIRY,1133.61,RSM,,SCRAP,APPROVED
5108,CN0005108,70024,428097,116,169,2026-04-21,1.0,CASE,RT05_OVERSUPPLY,124.36,ASM,,SCRAP,REJECTED
5109,CN0005109,71457,437092,361,236,2026-04-16,1.0,CASE,RT06_COLD_CHAIN_BREACH,868.97,RSM,,VENDOR_RECOVERY,APPROVED
5110,CN0005110,7861,48261,519,292,2025-03-13,-1.0,CASE,RT05_OVERSUPPLY,278.81,AUTO,,SCRAP,APPROVED
5111,CN0005111,1920,11792,626,180,2025-01-17,4.0,CASE,RT01_NEAR_EXPIRY,2531.99,ASM,,RESTOCK,REJECTED
5112,CN0005112,74138,453166,543,54,2026-05-14,8.0,CASE,RT02_DAMAGE_TRANSIT,214.88,AUTO,,RESTOCK,REJECTED
5113,CN0005113,17577,107760,723,256,2025-05-12,43.0,EACH,RT05_OVERSUPPLY,48.75,RSM,,SCRAP,APPROVED
5114,CN0005114,82222,502762,51,55,2026-06-30,7.0,CASE,RT03_WRONG_SKU,175.29,RSM,,SCRAP,APPROVED
5115,CN0005115,33648,205983,180,217,2025-08-24,82.0,EACH,RT01_NEAR_EXPIRY,96.18,AUTO,,VENDOR_RECOVERY,APPROVED
5116,CN0005116,15789,96949,697,300,2025-05-10,5.0,CASE,RT05_OVERSUPPLY,1217.38,RSM,,SCRAP,REJECTED
5117,CN0005117,53444,326434,12,205,2025-12-17,7.0,CASE,RT02_DAMAGE_TRANSIT,1575.74,ASM,,SCRAP,REJECTED
5118,CN0005118,28322,173539,504,49,2025-07-28,1.0,CASE,RT01_NEAR_EXPIRY,656.12,ASM,,SCRAP,APPROVED
5119,CN0005119,8234,50610,199,155,2025-03-02,3.0,EACH,RT01_NEAR_EXPIRY,12.72,ASM,,SCRAP,APPROVED
5120,CN0005120,26549,162768,500,2,2025-07-23,1.0,CASE,RT05_OVERSUPPLY,1358.54,RSM,,SCRAP,APPROVED
5121,CN0005121,47881,292725,243,275,2025-11-17,2.0,CASE,RT03_WRONG_SKU,1006.72,RSM,,RESTOCK,REJECTED
5122,CN0005122,59927,366505,266,163,2026-02-07,22.0,EACH,RT01_NEAR_EXPIRY,35.57,RSM,,SCRAP,PENDING
5123,CN0005123,63482,388307,132,8,2026-03-16,1.0,CASE,RT02_DAMAGE_TRANSIT,125.64,AUTO,,SCRAP,APPROVED
5124,CN0005124,63885,390807,7,323,2026-03-24,1.0,CASE,RT01_NEAR_EXPIRY,75.07,RSM,,RESTOCK,APPROVED
5125,CN0005125,28094,172158,380,140,2025-07-22,13.0,EACH,RT01_NEAR_EXPIRY,35.86,AUTO,,SCRAP,APPROVED
5126,CN0005126,43882,268561,545,147,2025-10-19,1.0,CASE,RT01_NEAR_EXPIRY,259.61,RSM,,VENDOR_RECOVERY,REJECTED
5127,CN0005127,10187,62854,589,125,2025-03-24,1.0,CASE,RT05_OVERSUPPLY,205.21,RSM,,RESTOCK,APPROVED
5128,CN0005128,52368,320078,23,145,2025-12-18,1.0,CASE,RT02_DAMAGE_TRANSIT,295.78,ASM,,SCRAP,PENDING
5129,CN0005129,33047,202259,563,149,2025-08-27,3.0,CASE,RT05_OVERSUPPLY,2983.7,RSM,,RESTOCK,PENDING
5130,CN0005130,45543,278489,214,84,2025-11-06,1.0,EACH,RT05_OVERSUPPLY,10.33,ASM,,RESTOCK,REJECTED
5131,CN0005131,46976,287239,641,203,2025-11-27,-3.0,EACH,RT01_NEAR_EXPIRY,57.4,AUTO,,VENDOR_RECOVERY,REJECTED
5132,CN0005132,80376,491390,117,249,2026-07-04,1.0,CASE,RT04_QUALITY,769.85,AUTO,,SCRAP,REJECTED
5133,CN0005133,60562,370397,26,11,2026-02-20,4.0,CASE,RT02_DAMAGE_TRANSIT,3386.18,RSM,,RESTOCK,REJECTED
5134,CN0005134,6553,40159,221,306,2025-03-10,1.0,CASE,RT01_NEAR_EXPIRY,713.16,ASM,,RESTOCK,PENDING
5135,CN0005135,1004,6142,95,127,2025-01-31,6.0,CASE,RT05_OVERSUPPLY,590.28,AUTO,,RESTOCK,APPROVED
5136,CN0005136,10620,65535,264,12,2025-03-15,48.0,EACH,RT01_NEAR_EXPIRY,43.92,AUTO,,SCRAP,APPROVED
5137,CN0005137,65080,398019,671,281,2026-03-04,14.0,EACH,RT03_WRONG_SKU,49.75,ASM,,RESTOCK,REJECTED
5138,CN0005138,55886,341548,418,283,2026-01-25,3.0,CASE,RT05_OVERSUPPLY,309.19,AUTO,,SCRAP,REJECTED
5139,CN0005139,41303,252329,294,138,2025-10-09,5.0,CASE,RT01_NEAR_EXPIRY,426.39,AUTO,,VENDOR_RECOVERY,APPROVED
5140,CN0005140,2875,17766,602,271,2025-01-30,47.0,EACH,RT01_NEAR_EXPIRY,86.13,RSM,,RESTOCK,REJECTED
5141,CN0005141,72660,444296,724,288,2026-05-03,2.0,CASE,RT04_QUALITY,590.94,ASM,,RESTOCK,APPROVED
5142,CN0005142,60411,369480,41,268,2026-02-14,1.0,CASE,RT06_COLD_CHAIN_BREACH,127.75,ASM,,RESTOCK,APPROVED
5143,CN0005143,4424,27168,567,13,2025-02-21,1.0,CASE,RT01_NEAR_EXPIRY,115.95,RSM,,VENDOR_RECOVERY,PENDING
5144,CN0005144,68564,419304,151,238,2026-04-10,2.0,CASE,RT01_NEAR_EXPIRY,3594.47,ASM,,SCRAP,PENDING
5145,CN0005145,27686,169691,150,318,2025-07-12,100.0,EACH,RT05_OVERSUPPLY,17.17,RSM,,VENDOR_RECOVERY,PENDING
5146,CN0005146,53171,324788,676,331,2025-12-28,2.0,CASE,RT01_NEAR_EXPIRY,3339.74,ASM,,SCRAP,REJECTED
5147,CN0005147,78939,482527,268,98,2026-06-22,6.0,EACH,RT02_DAMAGE_TRANSIT,18.02,ASM,,VENDOR_RECOVERY,APPROVED
5148,CN0005148,12000,73839,673,251,2025-03-24,5.0,CASE,RT01_NEAR_EXPIRY,3308.94,ASM,,RESTOCK,APPROVED
5149,CN0005149,60424,369564,120,108,2026-02-23,31.0,EACH,RT05_OVERSUPPLY,133.72,ASM,,SCRAP,APPROVED
5150,CN0005150,22431,137519,205,196,2025-06-23,1.0,CASE,RT02_DAMAGE_TRANSIT,1584.61,RSM,,RESTOCK,APPROVED
5151,CN0005151,69192,423168,18,37,2026-04-04,10.0,CASE,RT02_DAMAGE_TRANSIT,1262.77,ASM,,VENDOR_RECOVERY,PENDING
5152,CN0005152,22201,136064,610,103,2025-06-23,2.0,CASE,RT06_COLD_CHAIN_BREACH,387.63,AUTO,,SCRAP,APPROVED
5153,CN0005153,8999,55524,464,140,2025-03-12,6.0,CASE,RT01_NEAR_EXPIRY,393.14,RSM,,RESTOCK,PENDING
5154,CN0005154,1537,9364,362,206,2025-01-20,-5.0,CASE,RT04_QUALITY,779.82,AUTO,,RESTOCK,APPROVED
5155,CN0005155,39127,239057,408,315,2025-10-01,-1.0,CASE,RT01_NEAR_EXPIRY,761.34,AUTO,,SCRAP,APPROVED
5156,CN0005156,32193,196909,412,16,2025-08-18,-1.0,CASE,RT06_COLD_CHAIN_BREACH,1134.16,ASM,,VENDOR_RECOVERY,REJECTED
5157,CN0005157,73134,447118,619,146,2026-05-20,1.0,CASE,RT01_NEAR_EXPIRY,506.06,RSM,,RESTOCK,REJECTED
5158,CN0005158,48049,293736,142,232,2025-11-30,5.0,CASE,RT02_DAMAGE_TRANSIT,204.65,RSM,,RESTOCK,REJECTED
5159,CN0005159,72461,443149,155,95,2026-04-19,1.0,CASE,RT01_NEAR_EXPIRY,278.91,ASM,,VENDOR_RECOVERY,APPROVED
5160,CN0005160,73212,447566,54,304,2026-05-15,2.0,CASE,RT05_OVERSUPPLY,908.73,ASM,,RESTOCK,APPROVED
5161,CN0005161,24975,153226,575,290,2025-07-08,1.0,CASE,RT02_DAMAGE_TRANSIT,980.7,ASM,,VENDOR_RECOVERY,REJECTED
5162,CN0005162,61284,374678,65,174,2026-02-12,5.0,CASE,RT04_QUALITY,716.01,ASM,,SCRAP,APPROVED
5163,CN0005163,4485,27529,355,31,2025-02-25,4.0,CASE,RT03_WRONG_SKU,1685.75,RSM,,RESTOCK,APPROVED
5164,CN0005164,17276,105926,545,217,2025-05-10,62.0,EACH,RT01_NEAR_EXPIRY,65.86,AUTO,,RESTOCK,APPROVED
5165,CN0005165,12677,78005,98,254,2025-04-06,22.0,EACH,RT02_DAMAGE_TRANSIT,15.1,ASM,,RESTOCK,REJECTED
5166,CN0005166,30788,188415,645,244,2025-08-19,1.0,EACH,RT01_NEAR_EXPIRY,84.75,ASM,,SCRAP,REJECTED
5167,CN0005167,17534,107478,156,267,2025-05-18,24.0,EACH,RT05_OVERSUPPLY,30.26,AUTO,,RESTOCK,APPROVED
5168,CN0005168,66871,408930,489,240,2026-04-09,-1.0,CASE,RT04_QUALITY,1590.59,AUTO,,SCRAP,REJECTED
5169,CN0005169,22671,138976,529,92,2025-06-27,43.0,EACH,RT03_WRONG_SKU,35.44,ASM,,SCRAP,PENDING
5170,CN0005170,41855,255930,55,177,2025-10-05,8.0,EACH,RT05_OVERSUPPLY,7.5,RSM,,RESTOCK,PENDING
5171,CN0005171,81225,496573,80,209,2026-07-07,1.0,CASE,RT01_NEAR_EXPIRY,227.1,ASM,,RESTOCK,APPROVED
5172,CN0005172,37042,226255,330,265,2025-09-02,2.0,CASE,RT02_DAMAGE_TRANSIT,560.6,RSM,,RESTOCK,PENDING
5173,CN0005173,74528,455458,433,104,2026-05-21,-75.0,EACH,RT05_OVERSUPPLY,9.84,ASM,,RESTOCK,APPROVED
5174,CN0005174,54043,330202,72,315,2026-01-02,22.0,EACH,RT05_OVERSUPPLY,43.32,ASM,,RESTOCK,APPROVED
5175,CN0005175,27276,167187,539,35,2025-07-17,43.0,EACH,RT02_DAMAGE_TRANSIT,25.3,RSM,,RESTOCK,APPROVED
5176,CN0005176,49389,301978,722,60,2025-12-10,2.0,EACH,RT01_NEAR_EXPIRY,31.59,ASM,,RESTOCK,APPROVED
5177,CN0005177,74401,454663,73,16,2026-05-04,2.0,CASE,RT04_QUALITY,1570.83,RSM,,RESTOCK,APPROVED
5178,CN0005178,12894,79268,524,261,2025-03-30,53.0,EACH,RT02_DAMAGE_TRANSIT,78.7,RSM,,VENDOR_RECOVERY,REJECTED
5179,CN0005179,79699,487221,324,156,2026-06-23,3.0,CASE,RT01_NEAR_EXPIRY,448.74,AUTO,,SCRAP,REJECTED
5180,CN0005180,8538,52480,647,196,2025-03-12,4.0,CASE,RT05_OVERSUPPLY,364.04,RSM,,SCRAP,APPROVED
5181,CN0005181,29133,178375,100,43,2025-07-30,1.0,CASE,RT05_OVERSUPPLY,284.66,AUTO,,SCRAP,REJECTED
5182,CN0005182,65213,398901,631,157,2026-03-06,1.0,CASE,RT05_OVERSUPPLY,453.64,AUTO,,SCRAP,APPROVED
5183,CN0005183,60361,369140,325,6,2026-02-01,3.0,CASE,RT06_COLD_CHAIN_BREACH,1153.11,AUTO,,VENDOR_RECOVERY,APPROVED
