product_id,sku_code,product_name,brand,category,subcategory,pack_size_value,pack_size_uom,case_pack,mrp_inr,list_price_inr,gst_rate_pct,hsn_code,shelf_life_days,storage_temp_band,is_chilled,abc_class,min_order_qty_cases,unit_weight_grams,barcode_ean13,launch_date,discontinued_date,supplier_name,status,created_at,updated_at
238,SKU00238,Marwar Rice 100ml,Marwar,Staples,Rice,100.0,ML,30,394.0,273.65,5.0,838279,224,AMBIENT,0,A,1,97.4,8906393395517,2024-03-30,,Coastline Marine,ACTIVE,,
239,SKU00239,Coastline Rice 750g,Coastline,Staples,Rice,750.0,G,8,472.0,377.07,12.0,572709,263,AMBIENT,0,A,1,768.5,8900540169614,2021-10-26,,Bluepeak Beverages,ACTIVE,,
240,SKU00240,Marwar Rice 100g,Marwar,Staples,Rice,100.0,G,10,480.0,331.1,0.0,424129,187,AMBIENT,0,A,1,107.9,8903832003103,2021-07-11,,Hillfare Dairy Co-op,ACTIVE,,
241,SKU00241,Coastline Rice 200ml,Coastline,Staples,Rice,200.0,ML,8,107.0,87.0,0.0,264486,262,AMBIENT,0,A,1,197.2,8908932799884,2022-02-17,,Bluepeak Beverages,ACTIVE,,
242,SKU00242,Hillfare Rice 100g,Hillfare,Staples,Rice,100.0,G,12,336.0,255.15,18.0,842582,340,AMBIENT,0,A,2,106.4,8901265391506,2021-09-21,,Bluepeak Beverages,ACTIVE,,
243,SKU00243,Amrit Valley Rice 400ml,Amrit,Staples,Rice,400.0,ML,24,288.0,225.19,0.0,624759,241,AMBIENT,0,C,5,396.3,8903430623106,2023-06-20,,Marwar Agro,ACTIVE,,
244,SKU00244,Kestrel Rice 100g,Kestrel,Staples,Rice,100.0,G,10,391.0,303.18,12.0,388704,357,AMBIENT,0,C,5,100.6,8905538342971,2021-06-07,,Kestrel Foods Ltd,ACTIVE,,
245,SKU00245,Hillfare Rice 500g,Hillfare,Staples,Rice,500.0,G,30,90.0,65.92,5.0,250224,246,AMBIENT,0,A,2,522.9,8900195503156,2023-05-08,,Kestrel Foods Ltd,ACTIVE,,
246,SKU00246,Hillfare Rice 250kg,Hillfare,Staples,Rice,250.0,KG,24,469.0,337.59,0.0,342040,294,AMBIENT,0,B,1,243.1,8903192093358,2021-08-14,,Hillfare Dairy Co-op,ACTIVE,,
247,SKU00247,Coastline Rice 400g,Coastline,Staples,Rice,400.0,G,30,458.0,323.28,12.0,292824,202,AMBIENT,0,C,2,432.9,8904416124272,2021-11-28,,Hillfare Dairy Co-op,ACTIVE,,
248,SKU00248,Hillfare Rice 750ml,Hillfare,Staples,Rice,750.0,ML,10,214.0,146.53,0.0,666005,213,AMBIENT,0,B,5,857.0,8909026581447,2020-03-22,,Bluepeak Beverages,ACTIVE,,
249,SKU00249,Marwar Rice 750g,Marwar,Staples,Rice,750.0,G,10,251.0,209.96,12.0,804207,289,AMBIENT,0,B,1,772.2,8909471489481,2023-09-08,,Kestrel Foods Ltd,ACTIVE,,
250,SKU00250,Kestrel Select Rice 150kg,Kestrel,Staples,Rice,150.0,KG,10,449.0,352.4,0.0,849988,274,AMBIENT,0,A,1,158.9,8908092232948,2021-05-02,,Coastline Marine,ACTIVE,,
251,SKU00251,Coastline Rice 500g,Coastline,Staples,Rice,500.0,G,30,358.0,255.65,5.0,576663,189,AMBIENT,0,A,5,546.7,8904721126535,2022-07-14,,Bluepeak Beverages,ACTIVE,,
252,SKU00252,Amrit Valley Pulses 200ml,Amrit,Staples,Pulses,200.0,ML,10,322.0,260.55,0.0,212033,340,AMBIENT,0,C,1,216.3,8907277427069,2023-08-11,,Hillfare Dairy Co-op,ACTIVE,,
253,SKU00253,Hillfare Pulses 1000ml,Hillfare,Staples,Pulses,1000.0,ML,12,167.0,119.34,0.0,621745,202,AMBIENT,0,C,1,968.4,8902433143583,2021-05-19,,Kestrel Foods Ltd,ACTIVE,,
254,SKU00254,Bluepeak Pulses 200ml,Bluepeak,Staples,Pulses,200.0,ML,12,156.0,117.05,0.0,526498,320,AMBIENT,0,B,1,216.9,8900238599747,2021-01-03,,Hillfare Dairy Co-op,ACTIVE,,
255,SKU00255,Kestrel Pulses 500ml,Kestrel,Staples,Pulses,500.0,ML,24,458.0,340.28,18.0,857742,204,AMBIENT,0,B,1,544.7,8909155637996,2023-02-28,,Kestrel Foods Ltd,ACTIVE,,
256,SKU00256,Marwar Pulses 100g,Marwar,Staples,Pulses,100.0,G,30,163.0,110.9,0.0,571117,230,AMBIENT,0,A,2,96.9,8902327913407,2024-02-06,,Coastline Marine,ACTIVE,,
257,SKU00257,Kestrel Pulses 750ml,Kestrel,Staples,Pulses,750.0,ML,30,334.0,261.82,0.0,277467,224,AMBIENT,0,A,2,790.3,8908673401885,2020-09-28,,Marwar Agro,ACTIVE,,
258,SKU00258,Kestrel Pulses 400ml,Kestrel,Staples,Pulses,400.0,ML,30,209.0,174.1,12.0,150516,259,AMBIENT,0,B,1,396.5,8909261002636,2023-01-11,,Hillfare Dairy Co-op,ACTIVE,,
259,SKU00259,Hillfare Pulses 1000g,Hillfare,Staples,Pulses,1000.0,G,30,422.0,310.47,12.0,853610,209,AMBIENT,0,A,5,975.2,8906801793211,2024-02-26,,Kestrel Foods Ltd,ACTIVE,,
260,SKU00260,Marwar Pulses 1000g,Marwar,Staples,Pulses,1000.0,G,8,121.0,99.62,5.0,627895,257,AMBIENT,0,B,5,964.3,8908566165552,2020-07-21,,Kestrel Foods Ltd,ACTIVE,,
261,SKU00261,Coastline Pulses 100g,Coastline,Staples,Pulses,100.0,G,30,232.0,161.58,0.0,193038,234,AMBIENT,0,A,1,97.4,8904463946876,2022-04-27,2025-06-26,Marwar Agro,DISCONTINUED,,
262,SKU00262,Amrit Valley Pulses 400g,Amrit,Staples,Pulses,400.0,G,30,403.0,335.78,18.0,386254,202,AMBIENT,0,C,5,454.4,8903320394897,2023-09-05,,Marwar Agro,ACTIVE,,
263,SKU00263,Amrit Valley Pulses 200kg,Amrit,Staples,Pulses,200.0,KG,24,322.0,232.59,12.0,356796,231,AMBIENT,0,A,2,195.6,8902070473097,2023-11-26,,Hillfare Dairy Co-op,ACTIVE,,
264,SKU00264,Kestrel Pulses 500kg,Kestrel,Staples,Pulses,500.0,KG,10,70.0,50.05,12.0,381422,331,AMBIENT,0,C,1,544.8,8905804197282,2024-11-14,,Bluepeak Beverages,ACTIVE,,
265,SKU00265,Amrit Valley Pulses 400kg,Amrit,Staples,Pulses,400.0,KG,8,351.0,246.74,18.0,628641,275,AMBIENT,0,B,1,425.8,8907222339284,2023-02-12,,Kestrel Foods Ltd,ACTIVE,,
266,SKU00266,Kestrel Sugar 200g,Kestrel,Staples,Sugar,200.0,G,10,179.0,125.95,12.0,832989,275,AMBIENT,0,B,5,226.0,8903284263548,2021-04-09,,Marwar Agro,ACTIVE,,
267,SKU00267,Kestrel Sugar 100g,Kestrel,Staples,Sugar,100.0,G,6,87.0,69.83,5.0,734498,265,AMBIENT,0,A,1,96.1,8905060976221,2023-01-05,,Bluepeak Beverages,ACTIVE,,
268,SKU00268,Kestrel Sugar 750ml,Kestrel,Staples,Sugar,750.0,ML,8,230.0,157.69,0.0,431590,320,AMBIENT,0,B,5,753.7,8907419104720,2023-04-24,,Bluepeak Beverages,ACTIVE,,
269,SKU00269,Amrit Valley Sugar 100kg,Amrit,Staples,Sugar,100.0,KG,30,396.0,272.47,5.0,160030,212,AMBIENT,0,C,1,105.0,8904728456851,2023-04-15,,Bluepeak Beverages,ACTIVE,,
270,SKU00270,Amrit Valley Sugar 500ml,Amrit,Staples,Sugar,500.0,ML,30,272.0,190.61,18.0,583851,236,AMBIENT,0,C,1,548.7,8904814085035,2021-08-20,,Bluepeak Beverages,ACTIVE,,
271,SKU00271,Coastline Sugar 400g,Coastline,Staples,Sugar,400.0,G,6,314.0,213.98,12.0,577333,361,AMBIENT,0,A,1,459.4,8903810031469,2021-02-16,,Hillfare Dairy Co-op,ACTIVE,,
272,SKU00272,Coastline Sugar 250g,Coastline,Staples,Sugar,250.0,G,6,186.0,129.6,18.0,273874,331,AMBIENT,0,C,1,287.3,8900962619913,2024-06-19,,Kestrel Foods Ltd,ACTIVE,,
273,SKU00273,Amrit Valley Sugar 1000g,Amrit,Staples,Sugar,1000.0,G,8,453.0,327.91,18.0,680682,200,AMBIENT,0,B,1,1102.4,8900144248952,2020-03-30,,Bluepeak Beverages,ACTIVE,,
274,SKU00274,Kestrel Select Ketchup 150g,Kestrel,Sauces,Ketchup,150.0,G,30,296.0,234.03,18.0,613443,289,AMBIENT,0,C,5,161.3,8904271067555,2024-11-25,,Kestrel Foods Ltd,ACTIVE,,
275,SKU00275,Marwar Ketchup 150ml,Marwar,Sauces,Ketchup,150.0,ML,12,392.0,299.23,5.0,887456,428,AMBIENT,0,B,2,157.6,8902772330599,2020-09-05,,Hillfare Dairy Co-op,ACTIVE,,
276,SKU00276,Marwar Ketchup 500kg,Marwar,Sauces,Ketchup,500.0,KG,30,244.0,178.64,18.0,139156,391,AMBIENT,0,A,5,505.9,8900071207053,2023-10-20,,Marwar Agro,ACTIVE,,
277,SKU00277,Kestrel Select Ketchup 100g,Kestrel,Sauces,Ketchup,100.0,G,8,381.0,304.85,5.0,801142,319,AMBIENT,0,B,2,97.7,8906450749278,2020-12-17,,Coastline Marine,ACTIVE,,
278,SKU00278,Amrit Valley Ketchup 750g,Amrit,Sauces,Ketchup,750.0,G,12,170.0,118.99,0.0,984956,268,AMBIENT,0,B,1,816.2,8905499313831,2024-03-18,,Bluepeak Beverages,ACTIVE,,
279,SKU00279,Marwar Ketchup 1000ml,Marwar,Sauces,Ketchup,1000.0,ML,8,222.0,165.44,18.0,721746,339,AMBIENT,0,C,1,1105.3,8903244268169,2022-02-23,,Bluepeak Beverages,ACTIVE,,
280,SKU00280,Hillfare Ketchup 750kg,Hillfare,Sauces,Ketchup,750.0,KG,6,51.0,38.3,12.0,911213,380,AMBIENT,0,A,5,781.3,8904949435769,2022-06-18,,Bluepeak Beverages,ACTIVE,,
281,SKU00281,Bluepeak Ketchup 400g,Bluepeak,Sauces,Ketchup,400.0,G,30,374.0,299.33,0.0,773780,424,AMBIENT,0,B,1,424.3,8900677726346,2024-03-02,,Bluepeak Beverages,ACTIVE,,
282,SKU00282,Amrit Valley Ketchup 400g,Amrit,Sauces,Ketchup,400.0,G,6,272.0,214.28,5.0,704061,275,AMBIENT,0,B,5,393.1,8902282462826,2021-07-23,,Bluepeak Beverages,ACTIVE,,
283,SKU00283,Hillfare Mayonnaise 750ml,Hillfare,Sauces,Mayonnaise,750.0,ML,10,452.0,330.73,0.0,980700,369,AMBIENT,0,C,5,761.0,8906231658081,2023-10-04,,Kestrel Foods Ltd,ACTIVE,,
284,SKU00284,Hillfare Mayonnaise 750ml,Hillfare,Sauces,Mayonnaise,750.0,ML,6,32.0,22.21,12.0,558836,241,AMBIENT,0,C,2,858.9,8909055816276,2024-09-23,,Coastline Marine,ACTIVE,,
285,SKU00285,Coastline Mayonnaise 400ml,Coastline,Sauces,Mayonnaise,400.0,ML,10,389.0,290.27,5.0,472415,518,AMBIENT,0,A,1,433.8,8901482188687,2023-01-04,2025-09-23,Coastline Marine,DISCONTINUED,,
286,SKU00286,Marwar Mayonnaise 400kg,Marwar,Sauces,Mayonnaise,400.0,KG,12,194.0,154.0,5.0,199133,392,AMBIENT,0,B,5,449.5,8908481723083,2024-07-21,,Hillfare Dairy Co-op,ACTIVE,,
287,SKU00287,Hillfare Mayonnaise 150g,Hillfare,Sauces,Mayonnaise,150.0,G,6,448.0,349.05,12.0,285894,525,AMBIENT,0,B,1,156.1,8903138464658,2020-03-20,,Kestrel Foods Ltd,ACTIVE,,
288,SKU00288,Amrit Valley Mayonnaise 750g,Amrit,Sauces,Mayonnaise,750.0,G,12,210.0,148.26,12.0,609090,290,AMBIENT,0,B,1,726.6,8902667320664,2023-02-03,,Coastline Marine,ACTIVE,,
289,SKU00289,Amrit Valley Mayonnaise 400ml,Amrit,Sauces,Mayonnaise,400.0,ML,6,166.0,131.66,18.0,222878,348,AMBIENT,0,B,1,448.6,8902766398040,2020-01-30,,Hillfare Dairy Co-op,ACTIVE,,
290,SKU00290,Marwar Mayonnaise 200kg,Marwar,Sauces,Mayonnaise,200.0,KG,10,274.0,214.73,18.0,938540,458,AMBIENT,0,A,1,211.8,8904873025204,2024-08-03,,Hillfare Dairy Co-op,ACTIVE,,
291,SKU00291,Kestrel Mayonnaise 500ml,Kestrel,Sauces,Mayonnaise,500.0,ML,24,176.0,120.69,12.0,176027,327,AMBIENT,0,C,2,548.9,8905314229887,2024-03-31,,Bluepeak Beverages,ACTIVE,,
292,SKU00292,Kestrel Select Mayonnaise 500g,Kestrel,Sauces,Mayonnaise,500.0,G,8,98.0,76.4,18.0,510110,258,AMBIENT,0,C,1,540.1,8909811861073,2022-01-09,2025-10-18,Marwar Agro,DISCONTINUED,,
293,SKU00293,Kestrel Select Mayonnaise 500kg,Kestrel,Sauces,Mayonnaise,500.0,KG,8,31.0,23.79,18.0,370048,297,AMBIENT,0,B,2,501.1,8901141015237,2023-02-27,,Hillfare Dairy Co-op,ACTIVE,,
294,SKU00294,Hillfare Mayonnaise 200g,Hillfare,Sauces,Mayonnaise,200.0,G,24,461.0,364.89,18.0,607091,295,AMBIENT,0,B,2,190.8,8907017216327,2024-10-02,,Hillfare Dairy Co-op,ACTIVE,,
295,SKU00295,Coastline Mayonnaise 750g,Coastline,Sauces,Mayonnaise,750.0,G,24,364.0,272.27,0.0,930324,249,AMBIENT,0,C,1,770.4,8909034304676,2020-06-27,,Hillfare Dairy Co-op,ACTIVE,,
296,SKU00296,Hillfare Mayonnaise 150kg,Hillfare,Sauces,Mayonnaise,150.0,KG,30,343.0,264.89,18.0,965671,496,AMBIENT,0,C,1,160.6,8909324327070,2020-03-16,,Coastline Marine,ACTIVE,,
297,SKU00297,Marwar Chutney 750g,Marwar,Sauces,Chutney,750.0,G,12,93.0,69.68,5.0,847494,349,AMBIENT,0,B,2,756.6,8902153050056,2024-11-16,,Marwar Agro,ACTIVE,,
298,SKU00298,Hillfare Chutney 1000ml,Hillfare,Sauces,Chutney,1000.0,ML,12,167.0,131.35,5.0,634614,479,AMBIENT,0,C,2,1147.0,8902650752289,2020-10-12,2025-12-13,Kestrel Foods Ltd,DISCONTINUED,,
299,SKU00299,Kestrel Select Chutney 250ml,Kestrel,Sauces,Chutney,250.0,ML,30,331.0,234.94,5.0,198949,387,AMBIENT,0,B,1,244.2,8909457862337,2023-05-30,,Coastline Marine,ACTIVE,,
300,SKU00300,Bluepeak Chutney 100kg,Bluepeak,Sauces,Chutney,100.0,KG,10,303.0,250.07,18.0,757939,389,AMBIENT,0,C,1,98.5,8902985320115,2022-06-17,,Kestrel Foods Ltd,ACTIVE,,
301,SKU00301,Kestrel Select Chutney 400ml,Kestrel,Sauces,Chutney,400.0,ML,10,74.0,53.3,5.0,573345,304,AMBIENT,0,A,1,420.6,8905919520296,2024-05-08,,Marwar Agro,ACTIVE,,
302,SKU00302,Kestrel Chutney 400g,Kestrel,Sauces,Chutney,400.0,G,12,53.0,40.93,5.0,271403,329,AMBIENT,0,C,2,403.8,8908621153524,2023-05-18,,Coastline Marine,ACTIVE,,
303,SKU00303,Kestrel Chutney 750g,Kestrel,Sauces,Chutney,750.0,G,12,287.0,202.73,0.0,809299,323,AMBIENT,0,C,2,719.5,8902210583940,2021-07-13,,Coastline Marine,ACTIVE,,
304,SKU00304,Coastline Chutney 100g,Coastline,Sauces,Chutney,100.0,G,24,185.0,145.31,18.0,317157,422,AMBIENT,0,C,1,104.6,8902248368143,2024-08-30,,Bluepeak Beverages,ACTIVE,,
305,SKU00305,Amrit Valley Chutney 1000ml,Amrit,Sauces,Chutney,1000.0,ML,24,200.0,148.26,5.0,742078,537,AMBIENT,0,B,5,1127.3,8903815415048,2022-11-16,,Bluepeak Beverages,ACTIVE,,
306,SKU00306,Kestrel Select Chutney 750ml,Kestrel,Sauces,Chutney,750.0,ML,8,311.0,235.43,0.0,162343,539,AMBIENT,0,C,1,761.2,8905768039713,2022-05-06,,Marwar Agro,ACTIVE,,
307,SKU00307,Kestrel Select Chutney 250g,Kestrel,Sauces,Chutney,250.0,G,10,191.0,134.8,12.0,641385,249,AMBIENT,0,A,5,254.0,8909910258651,2021-10-24,,Hillfare Dairy Co-op,ACTIVE,,
308,SKU00308,Coastline Chutney 500ml,Coastline,Sauces,Chutney,500.0,ML,24,305.0,212.89,5.0,923564,256,AMBIENT,0,B,1,518.4,8905686990312,2023-09-04,2026-05-02,Marwar Agro,DISCONTINUED,,
309,SKU00309,Kestrel Select Chutney 200g,Kestrel,Sauces,Chutney,200.0,G,12,106.0,77.21,5.0,863159,277,AMBIENT,0,B,1,224.3,8908884331079,2021-12-22,2025-12-17,Marwar Agro,DISCONTINUED,,
310,SKU00310,Amrit Valley Chutney 250ml,Amrit,Sauces,Chutney,250.0,ML,10,448.0,350.7,12.0,395651,498,AMBIENT,0,B,1,272.3,8905921525741,2022-06-10,,Hillfare Dairy Co-op,ACTIVE,,
311,SKU00311,Hillfare Instant Noodles 400g,Hillfare,Ready to Eat,Instant Noodles,400.0,G,8,228.0,164.38,12.0,697946,234,AMBIENT,0,B,5,413.7,8904834508387,2020-09-30,,Marwar Agro,ACTIVE,,
312,SKU00312,Marwar Instant Noodles 250g,Marwar,Ready to Eat,Instant Noodles,250.0,G,12,150.0,115.25,12.0,960073,279,AMBIENT,0,A,1,253.9,8903362843467,2021-06-20,,Hillfare Dairy Co-op,ACTIVE,,
313,SKU00313,Hillfare Instant Noodles 1000g,Hillfare,Ready to Eat,Instant Noodles,1000.0,G,10,99.0,75.08,5.0,485107,188,AMBIENT,0,B,2,1085.4,8901783134574,2021-06-29,,Bluepeak Beverages,ACTIVE,,
314,SKU00314,Amrit Valley Instant Noodles 1000g,Amrit,Ready to Eat,Instant Noodles,1000.0,G,30,421.0,325.54,12.0,977959,264,AMBIENT,0,A,1,1129.0,8907798877886,2023-09-14,,Marwar Agro,ACTIVE,,
315,SKU00315,Kestrel Instant Noodles 750ml,Kestrel,Ready to Eat,Instant Noodles,750.0,ML,8,268.0,222.5,12.0,108752,190,AMBIENT,0,A,2,723.1,8905761395920,2021-06-08,,Bluepeak Beverages,ACTIVE,,
316,SKU00316,Hillfare Instant Noodles 150g,Hillfare,Ready to Eat,Instant Noodles,150.0,G,12,285.0,215.47,12.0,620910,188,AMBIENT,0,C,1,148.3,8904819377109,2022-05-01,,Marwar Agro,ACTIVE,,
317,SKU00317,Kestrel Select Instant Noodles 100g,Kestrel,Ready to Eat,Instant Noodles,100.0,G,30,66.0,54.53,18.0,207294,261,AMBIENT,0,A,5,113.3,8909026169995,2020-07-21,,Marwar Agro,ACTIVE,,
318,SKU00318,Bluepeak Instant Noodles 1000ml,Bluepeak,Ready to Eat,Instant Noodles,1000.0,ML,12,79.0,59.17,0.0,529464,206,AMBIENT,0,B,1,1132.3,8908564867017,2022-10-22,,Coastline Marine,ACTIVE,,
319,SKU00319,Bluepeak Soup 1000g,Bluepeak,Ready to Eat,Soup,1000.0,G,24,466.0,373.55,18.0,239545,247,AMBIENT,0,A,1,1104.4,8906582877085,2021-01-17,,Marwar Agro,ACTIVE,,
320,SKU00320,Marwar Soup 150g,Marwar,Ready to Eat,Soup,150.0,G,24,284.0,198.88,18.0,258592,202,AMBIENT,0,A,5,168.4,8908165785418,2020-03-31,,Kestrel Foods Ltd,ACTIVE,,
321,SKU00321,Marwar Soup 500ml,Marwar,Ready to Eat,Soup,500.0,ML,30,310.0,254.72,5.0,489605,217,AMBIENT,0,B,1,575.0,8903125006154,2024-08-10,,Bluepeak Beverages,ACTIVE,,
322,SKU00322,Hillfare Soup 250ml,Hillfare,Ready to Eat,Soup,250.0,ML,8,258.0,183.89,12.0,340102,275,AMBIENT,0,A,1,250.9,8900311161849,2021-06-11,,Kestrel Foods Ltd,ACTIVE,,
323,SKU00323,Kestrel Soup 250g,Kestrel,Ready to Eat,Soup,250.0,G,6,51.0,39.18,0.0,167586,218,AMBIENT,0,B,1,263.8,8901107566860,2024-05-06,,Kestrel Foods Ltd,ACTIVE,,
324,SKU00324,Kestrel Select Soup 250ml,Kestrel,Ready to Eat,Soup,250.0,ML,30,295.0,216.85,0.0,203280,285,AMBIENT,0,A,5,260.1,8905440130619,2023-09-24,,Hillfare Dairy Co-op,ACTIVE,,
325,SKU00325,Amrit Valley Soup 400kg,Amrit,Ready to Eat,Soup,400.0,KG,6,23.0,17.2,0.0,801700,215,AMBIENT,0,B,5,387.5,8908163461814,2021-10-12,,Hillfare Dairy Co-op,ACTIVE,,
326,SKU00326,Kestrel Soup 1000kg,Kestrel,Ready to Eat,Soup,1000.0,KG,8,177.0,143.73,12.0,494249,244,AMBIENT,0,A,2,1013.0,8908499216439,2020-07-14,,Hillfare Dairy Co-op,ACTIVE,,
327,SKU00327,Coastline Soup 400ml,Coastline,Ready to Eat,Soup,400.0,ML,30,446.0,310.28,12.0,955293,193,AMBIENT,0,B,1,436.7,8904374530276,2024-04-06,,Hillfare Dairy Co-op,ACTIVE,,
328,SKU00328,Kestrel Soup 400ml,Kestrel,Ready to Eat,Soup,400.0,ML,30,88.0,65.32,0.0,484505,205,AMBIENT,0,B,5,387.4,8908016595120,2020-07-17,,Hillfare Dairy Co-op,ACTIVE,,
329,SKU00329,Hillfare Soup 750ml,Hillfare,Ready to Eat,Soup,750.0,ML,24,129.0,91.25,18.0,612619,271,AMBIENT,0,A,1,803.6,8905900667152,2024-05-15,,Hillfare Dairy Co-op,ACTIVE,,
330,SKU00330,Marwar Soup 750ml,Marwar,Ready to Eat,Soup,750.0,ML,6,381.0,280.94,12.0,932679,282,AMBIENT,0,A,2,719.6,8902546533948,2022-09-13,,Marwar Agro,ACTIVE,,
331,SKU00331,Bluepeak Soup 400ml,Bluepeak,Ready to Eat,Soup,400.0,ML,30,358.0,273.4,12.0,707395,190,AMBIENT,0,B,1,398.0,8905511251484,2023-08-29,2026-04-20,Marwar Agro,DISCONTINUED,,
332,SKU00332,Hillfare Soup 500ml,Hillfare,Ready to Eat,Soup,500.0,ML,12,444.0,307.56,12.0,181214,279,AMBIENT,0,A,5,528.3,8900664142889,2023-08-14,,Bluepeak Beverages,ACTIVE,,
333,SKU00333,Kestrel Curry Pouch 500ml,Kestrel,Ready to Eat,Curry Pouch,500.0,ML,30,255.0,178.39,5.0,151627,205,AMBIENT,0,A,2,556.8,8905614182566,2021-09-04,,Kestrel Foods Ltd,ACTIVE,,
334,SKU00334,Bluepeak Curry Pouch 1000ml,Bluepeak,Ready to Eat,Curry Pouch,1000.0,ML,12,176.0,125.6,0.0,111214,296,AMBIENT,0,A,1,1074.0,8902877715646,2020-10-26,,Coastline Marine,ACTIVE,,
335,SKU00335,Coastline Curry Pouch 250ml,Coastline,Ready to Eat,Curry Pouch,250.0,ML,10,177.0,140.95,18.0,386341,255,AMBIENT,0,B,1,278.4,8907280565207,2020-05-15,2025-12-06,Kestrel Foods Ltd,DISCONTINUED,,
336,SKU00336,Marwar Curry Pouch 100g,Marwar,Ready to Eat,Curry Pouch,100.0,G,8,469.0,329.37,12.0,677715,260,AMBIENT,0,C,1,101.6,8904972263931,2021-05-15,,Hillfare Dairy Co-op,ACTIVE,,
337,SKU00337,Amrit Valley Curry Pouch 750g,Amrit,Ready to Eat,Curry Pouch,750.0,G,12,421.0,306.66,5.0,188738,224,AMBIENT,0,B,1,753.2,8902655979402,2024-09-14,,Kestrel Foods Ltd,ACTIVE,,
338,SKU00338,Hillfare Curry Pouch 100g,Hillfare,Ready to Eat,Curry Pouch,100.0,G,24,349.0,274.61,0.0,222182,257,AMBIENT,0,C,1,107.8,8900455745650,2020-10-08,,Hillfare Dairy Co-op,ACTIVE,,
339,SKU00339,Kestrel Curry Pouch 250g,Kestrel,Ready to Eat,Curry Pouch,250.0,G,8,261.0,178.95,5.0,669545,232,AMBIENT,0,A,2,272.1,8900116010119,2024-11-29,,Hillfare Dairy Co-op,ACTIVE,,
340,SKU00340,Kestrel Select Curry Pouch 1000ml,Kestrel,Ready to Eat,Curry Pouch,1000.0,ML,8,82.0,65.87,5.0,544655,233,AMBIENT,0,B,1,969.1,8908372354957,2023-12-20,,Bluepeak Beverages,ACTIVE,,
341,SKU00341,Amrit Valley Curry Pouch 100g,Amrit,Ready to Eat,Curry Pouch,100.0,G,8,300.0,224.24,5.0,691372,239,AMBIENT,0,B,2,105.6,8909659655491,2024-04-15,,Coastline Marine,ACTIVE,,
